ROAD_ELEMENT_ID,STREET_BODY_NAME,STREET_TYPE_SUFFIX,DIRECTION_SUFFIX,STREET_CP,FROM_STREET,TO_STREET,PLOW_ROUTE,F_ADDR_L,T_ADDR_L,F_ADDR_R,T_ADDR_R,F_ADDR_L_911,T_ADDR_L_911,F_ADDR_R_911,T_ADDR_R_911,NO_OF_LANE,GIS_CLASS,JURISDICTION,RIGHT_SIDE_PARITY,TRAFFIC_FLOW,STATUS,MUNICIPALITY,RIGHT_MUNICIPALITY,LEFT_MUNICIPALITY,ROAD_LEVEL,STREET_TYPE_SHORT,MAP_LABEL,GeoJSON,geo_point_2d
4052,MCCALLUM,ST,,MCCALLUM ST,WALTERS ST,CHERYL PL,4C-R,526,528,,,526,528,0,0,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,McCallum St,"{""coordinates"": [[-76.4453789, 44.2634528], [-76.4450702, 44.2634738], [-76.4450334, 44.2634756], [-76.4449965, 44.2634766], [-76.4449595, 44.2634767], [-76.4449226, 44.2634759], [-76.4448857, 44.2634742], [-76.444849, 44.2634717], [-76.4448123, 44.2634683], [-76.4447759, 44.263464], [-76.4447397, 44.2634588], [-76.4447037, 44.2634528]], ""type"": ""LineString""}","44.263467232024325, -76.44504093106143"
1285,MALLARD,LANE,,MALLARD LANE,WESTERLY END,CARDINAL LANE,P,2,2,1,3,2,4,1,3,1,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,LN,Mallard Lane,"{""coordinates"": [[-76.4431198, 44.2351806], [-76.4426579, 44.2352089], [-76.4423664, 44.235227]], ""type"": ""LineString""}","44.23520372665241, -76.44274309547589"
771,AUDEN PARK,DR,,AUDEN PARK DR,HENDERSON BLVD,RENDA ST,8R,951,975,948,966,949,975,946,972,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Auden Park Dr,"{""coordinates"": [[-76.5848242, 44.2277001], [-76.585024, 44.2297124]], ""type"": ""LineString""}","44.22870625, -76.5849241"
3038,GRANDTRUNK,AVE,,GRANDTRUNK AVE,GRANITE CRT,WATERLOO DR,7R,423,527,414,526,423,529,414,528,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Grandtrunk Ave,"{""coordinates"": [[-76.5483926, 44.2556358], [-76.5488622, 44.2554222], [-76.548904, 44.2554081], [-76.5489477, 44.2553972], [-76.5489926, 44.2553895], [-76.5490385, 44.2553852], [-76.5492892, 44.255389], [-76.5498904, 44.2554153], [-76.5500226, 44.2554261], [-76.5523071, 44.2556077], [-76.5523452, 44.2556076], [-76.5523831, 44.2556051], [-76.5524206, 44.2556003], [-76.5524575, 44.2555931], [-76.5524933, 44.2555837], [-76.5525279, 44.2555721], [-76.552561, 44.2555584], [-76.5525924, 44.2555426], [-76.5526217, 44.255525], [-76.5526489, 44.2555056], [-76.5526736, 44.2554846], [-76.5526957, 44.2554622], [-76.552715, 44.2554385], [-76.5527314, 44.2554137], [-76.5527447, 44.255388], [-76.5527549, 44.2553615], [-76.5527619, 44.2553346], [-76.5527655, 44.2553073], [-76.5527334, 44.2547302], [-76.552731, 44.2546547], [-76.5527367, 44.2545792], [-76.5527505, 44.2545042], [-76.5527723, 44.2544302], [-76.552862, 44.2541868]], ""type"": ""LineString""}","44.2553385611019, -76.55105182946431"
1656,DAWSON,CRT,,DAWSON CRT,NEWCASTLE ST,CUL DE SAC,30R,955,971,950,958,955,971,950,970,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CT,Dawson Crt,"{""coordinates"": [[-76.5816857, 44.257292], [-76.5817265, 44.2579125], [-76.5817272, 44.2579164], [-76.5817278, 44.2579203], [-76.5817281, 44.2579243], [-76.5817283, 44.2579282], [-76.5817283, 44.2579321], [-76.5817281, 44.2579361], [-76.5817277, 44.25794], [-76.5817271, 44.2579439], [-76.5817264, 44.2579478], [-76.5817254, 44.2579517], [-76.5817243, 44.2579556], [-76.5817229, 44.2579594], [-76.5817214, 44.2579632], [-76.5817197, 44.2579669], [-76.5817179, 44.2579706], [-76.5817158, 44.2579743], [-76.5817136, 44.2579779], [-76.5817112, 44.2579814], [-76.5817086, 44.2579849], [-76.5817058, 44.2579883], [-76.5817029, 44.2579916], [-76.5816999, 44.2579949], [-76.5816967, 44.2579981], [-76.5816933, 44.2580012], [-76.5816898, 44.2580042], [-76.5816861, 44.2580072], [-76.5816823, 44.25801], [-76.5816784, 44.2580127], [-76.5816743, 44.2580154], [-76.5816701, 44.2580179], [-76.5816658, 44.2580204], [-76.5816614, 44.2580227], [-76.5816568, 44.2580249], [-76.5816522, 44.258027], [-76.5816474, 44.258029], [-76.5816426, 44.2580308], [-76.5816377, 44.2580326], [-76.5816327, 44.2580342], [-76.5816276, 44.2580357], [-76.5816225, 44.258037], [-76.5816172, 44.2580382], [-76.581612, 44.2580393], [-76.5816067, 44.2580403], [-76.5816013, 44.2580411], [-76.5815959, 44.2580418], [-76.5815905, 44.2580424], [-76.581585, 44.2580428], [-76.581354, 44.258073]], ""type"": ""LineString""}","44.257781260821226, -76.58164868745264"
2797,NOTTINGHILL,AVE,,NOTTINGHILL AVE,NEWCASTLE ST,WOODBINE RD,30R,965,989,960,972,965,989,960,988,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Nottinghill Ave,"{""coordinates"": [[-76.5798412, 44.2575049], [-76.5801276, 44.2582781], [-76.5801631, 44.2587009], [-76.5801667, 44.2587089], [-76.5801708, 44.2587168], [-76.5801752, 44.2587246], [-76.58018, 44.2587323], [-76.5801852, 44.2587399], [-76.5801907, 44.2587473], [-76.5801965, 44.2587546], [-76.5802027, 44.2587618], [-76.5802092, 44.2587688], [-76.580216, 44.2587757], [-76.5802232, 44.2587823], [-76.5802307, 44.2587888], [-76.5802384, 44.2587951], [-76.5802465, 44.2588013], [-76.5802548, 44.2588072], [-76.5802634, 44.2588129], [-76.5802722, 44.2588184], [-76.5802814, 44.2588238], [-76.5802907, 44.2588288]], ""type"": ""LineString""}","44.258181701877284, -76.58006227741808"
2858,NORTH,ST,,NORTH ST,RIDEAU ST,BAGOT ST,16B,60,64,,,60,64,59,65,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,North St,"{""coordinates"": [[-76.4826371, 44.2370512], [-76.483866, 44.2367467]], ""type"": ""LineString""}","44.23689895, -76.48325155"
2859,NORTH,ST,,NORTH ST,BAGOT ST,MONTREAL ST,16B,76,80,79,79,76,86,69,87,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,North St,"{""coordinates"": [[-76.483866, 44.2367467], [-76.4851163, 44.2364401]], ""type"": ""LineString""}","44.236593400000004, -76.48449115"
768,MILLWOOD,DR,,MILLWOOD DR,VISTA DR,TRIMBLE GATE,8R,581,635,640,646,581,635,580,646,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Millwood Dr,"{""coordinates"": [[-76.5836538, 44.2362307], [-76.5858879, 44.2361216], [-76.5859276, 44.2361215], [-76.5859672, 44.2361225], [-76.5860067, 44.2361243], [-76.5860461, 44.2361272], [-76.5860854, 44.2361309], [-76.5861245, 44.2361356], [-76.5861633, 44.2361412], [-76.5862019, 44.2361478], [-76.5862401, 44.2361553], [-76.586278, 44.2361636], [-76.5863154, 44.2361729], [-76.5867491, 44.2362804]], ""type"": ""LineString""}","44.236178074944476, -76.58520810172375"
457,38,HWY,,HWY 38,ORSER RD,QUABBIN RD,41A,3421,3505,3452,3578,3421,3575,3452,3578,2,HIGHWAY,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,HY,Hwy 38,"{""coordinates"": [[-76.6337243, 44.3458184], [-76.6349665, 44.3467841], [-76.6374727, 44.3487473], [-76.6378734, 44.3490488], [-76.638288, 44.3493405], [-76.6387159, 44.3496221], [-76.6394549, 44.3501098], [-76.6412535, 44.3512863]], ""type"": ""LineString""}","44.348627861653725, -76.63743478230666"
1018,PALACE,RD,,PALACE RD,JOHNSON ST,BROCK ST,1A,250,262,253,259,250,288,249,297,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Palace Rd,"{""coordinates"": [[-76.5135318, 44.2309722], [-76.5135563, 44.2312522], [-76.5136637, 44.232308]], ""type"": ""LineString""}","44.23164024752649, -76.51359619064137"
2343,2,HWY,,HWY 2,FAIRCREST BLVD,WOODLAND PL,3C,1158,1196,,,1158,1196,1159,1195,2,HIGHWAY,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,HY,Hwy 2,"{""coordinates"": [[-76.4099735, 44.2500285], [-76.4089334, 44.2504823], [-76.4078539, 44.2509227]], ""type"": ""LineString""}","44.25048197103383, -76.40891638898088"
5412,DELMAR,ST,,DELMAR ST,ATKINSON ST,MONACO CRT,6R,2597,2617,,,2597,2617,2596,2622,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Delmar St,"{""coordinates"": [[-76.5561019, 44.2673972], [-76.556102, 44.2674037], [-76.5561153, 44.2681924]], ""type"": ""LineString""}","44.26779480007682, -76.5561085952352"
1358,VICTORIA,ST,,VICTORIA ST,MACK ST,PARK ST,25A,438,496,449,501,438,496,449,501,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Victoria St,"{""coordinates"": [[-76.502902, 44.2340374], [-76.5030051, 44.2358779]], ""type"": ""LineString""}","44.23495765, -76.50295355"
1359,VICTORIA,ST,,VICTORIA ST,EARL ST,JOHNSON ST,25A,276,334,283,335,276,334,283,335,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Victoria St,"{""coordinates"": [[-76.5026464, 44.2296465], [-76.5027569, 44.231476]], ""type"": ""LineString""}","44.23056125, -76.50270165"
1360,VICTORIA,ST,,VICTORIA ST,BROCK ST,MACK ST,25A,392,432,399,429,392,432,399,429,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Victoria St,"{""coordinates"": [[-76.5028385, 44.2327823], [-76.502902, 44.2340374]], ""type"": ""LineString""}","44.23340985, -76.50287025"
4051,CHERYL,PL,,CHERYL PL,WESTERLY END,MCCALLUM ST,4C-R,486,520,485,521,486,520,485,521,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,PL,Cheryl Pl,"{""coordinates"": [[-76.4460477, 44.2626045], [-76.4453255, 44.262669], [-76.4453114, 44.2626711], [-76.4452974, 44.2626734], [-76.4452835, 44.2626761], [-76.4452698, 44.2626792], [-76.4452562, 44.2626826], [-76.4452428, 44.2626863], [-76.4452296, 44.2626903], [-76.4452165, 44.2626947], [-76.4452037, 44.2626994], [-76.4451911, 44.2627043], [-76.4451788, 44.2627096], [-76.4451667, 44.2627152], [-76.4451548, 44.2627211], [-76.4451433, 44.2627273], [-76.4451321, 44.2627337], [-76.4451211, 44.2627404], [-76.4451105, 44.2627474], [-76.4451002, 44.2627546], [-76.4450903, 44.2627621], [-76.4450808, 44.2627698], [-76.4450716, 44.2627777], [-76.4450627, 44.2627859], [-76.4450543, 44.2627943], [-76.4450463, 44.2628028], [-76.4450387, 44.2628116], [-76.4450315, 44.2628205], [-76.4450247, 44.2628297], [-76.4450183, 44.2628389], [-76.4450124, 44.2628484], [-76.445007, 44.2628579], [-76.445002, 44.2628676], [-76.4449974, 44.2628774], [-76.4447037, 44.2634528]], ""type"": ""LineString""}","44.26285383889541, -76.4452585162149"
2691,PINEWOOD,PL,,PINEWOOD PL,WHITEOAK CRES,CEDARWOOD DR,31R,,,1009,1017,1010,1018,1009,1019,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,PL,Pinewood Pl,"{""coordinates"": [[-76.5804183, 44.2627137], [-76.5804182, 44.2626818], [-76.5804197, 44.2626499], [-76.5804227, 44.262618], [-76.5804273, 44.2625862], [-76.5804334, 44.2625546], [-76.580441, 44.2625231], [-76.5804501, 44.2624918], [-76.5804607, 44.2624608], [-76.5804728, 44.2624301], [-76.5804863, 44.2623997], [-76.5805013, 44.2623696], [-76.5805178, 44.2623399], [-76.5805356, 44.2623107], [-76.5805549, 44.2622819], [-76.5805755, 44.2622536], [-76.5805975, 44.2622258], [-76.580744, 44.2620773]], ""type"": ""LineString""}","44.26237244485519, -76.58053263898907"
1833,FREEMAN,CRES,,FREEMAN CRES,MAGNOLIA DR,GREENWOOD PARK DR,4C-R,588,608,591,603,588,608,591,603,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CR,Freeman Cres,"{""coordinates"": [[-76.446516, 44.2689976], [-76.4463842, 44.2682766]], ""type"": ""LineString""}","44.2686371, -76.44645009999999"
2178,PLUM,ST,,PLUM ST,BARRIE ST,CHESTNUT ST,16R,14,34,1,33,14,34,1,33,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Plum St,"{""coordinates"": [[-76.4903039, 44.2384601], [-76.4921012, 44.238229]], ""type"": ""LineString""}","44.238344549999994, -76.49120255000001"
2678,DUNHAM,ST,,DUNHAM ST,MONA DR,PLAINVIEW PL,32R,1001,1057,1008,1044,1001,1057,1008,1058,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Dunham St,"{""coordinates"": [[-76.6044574, 44.2532859], [-76.6044973, 44.2536592], [-76.6045675, 44.2537304], [-76.6045714, 44.2537307], [-76.6045753, 44.2537311], [-76.6045791, 44.2537316], [-76.604583, 44.2537322], [-76.6045868, 44.2537329], [-76.6045906, 44.2537337], [-76.6045943, 44.2537346], [-76.604598, 44.2537356], [-76.6046017, 44.2537366], [-76.6046053, 44.2537378], [-76.6046088, 44.253739], [-76.6046123, 44.2537404], [-76.6046157, 44.2537418], [-76.604619, 44.2537433], [-76.6046223, 44.2537449], [-76.6046255, 44.2537466], [-76.6046286, 44.2537483], [-76.6046316, 44.2537501], [-76.6046345, 44.253752], [-76.6046373, 44.253754], [-76.6046401, 44.253756], [-76.6046427, 44.2537581], [-76.6046452, 44.2537603], [-76.6046477, 44.2537625], [-76.60465, 44.2537648], [-76.6046522, 44.2537672], [-76.6046543, 44.2537695], [-76.6046563, 44.253772], [-76.6046581, 44.2537745], [-76.6046599, 44.253777], [-76.6046615, 44.2537796], [-76.604663, 44.2537822], [-76.6046643, 44.2537849], [-76.6046656, 44.2537876], [-76.6046667, 44.2537903], [-76.6046676, 44.253793], [-76.6046685, 44.2537958], [-76.6046692, 44.2537986], [-76.6046697, 44.2538014], [-76.6046702, 44.2538042], [-76.6046705, 44.253807], [-76.6046706, 44.2538099], [-76.6046707, 44.2538127], [-76.6046706, 44.2538155], [-76.6046703, 44.2538183], [-76.6046699, 44.2538212], [-76.6046694, 44.253824], [-76.6046688, 44.2538268], [-76.604668, 44.2538295], [-76.6046671, 44.2538323], [-76.604666, 44.253835], [-76.6046648, 44.2538377], [-76.6046635, 44.2538404], [-76.6046621, 44.253843], [-76.6046605, 44.2538456], [-76.6046588, 44.2538482], [-76.604657, 44.2538508], [-76.604655, 44.2538533], [-76.604653, 44.2538557], [-76.6046508, 44.2538581], [-76.6046485, 44.2538604], [-76.6046461, 44.2538627], [-76.6046435, 44.2538649], [-76.6046409, 44.253867], [-76.6046382, 44.2538691], [-76.6046353, 44.2538711], [-76.6046324, 44.2538731], [-76.6046294, 44.2538749], [-76.6046263, 44.2538767], [-76.6046231, 44.2538784], [-76.6046198, 44.25388], [-76.6046165, 44.2538816], [-76.604613, 44.253883], [-76.6046096, 44.2538844], [-76.604606, 44.2538857], [-76.6046024, 44.2538868], [-76.6045987, 44.2538879], [-76.604595, 44.253889], [-76.6045912, 44.2538899], [-76.6045874, 44.2538907], [-76.6045836, 44.2538914], [-76.6045797, 44.253892], [-76.6045758, 44.2538925], [-76.6045719, 44.253893], [-76.6045679, 44.2538933], [-76.6045639, 44.2538935], [-76.60456, 44.2538937], [-76.604556, 44.2538937], [-76.604552, 44.2538936], [-76.6045481, 44.2538934], [-76.6045441, 44.2538932], [-76.6045402, 44.2538928], [-76.6045362, 44.2538923], [-76.6045323, 44.2538918], [-76.6045285, 44.2538911], [-76.6045246, 44.2538904], [-76.6045208, 44.2538895], [-76.6045171, 44.2538886], [-76.6045134, 44.2538875], [-76.6045097, 44.2538864], [-76.6045062, 44.2538852], [-76.6045026, 44.2538838], [-76.6044992, 44.2538824], [-76.6044958, 44.2538809], [-76.6044925, 44.2538794], [-76.6044892, 44.2538777], [-76.6044861, 44.253876], [-76.604483, 44.2538742], [-76.60448, 44.2538723], [-76.6044771, 44.2538703], [-76.6044743, 44.2538683], [-76.6043023, 44.2538759], [-76.6042544, 44.2538781], [-76.6042067, 44.2538815], [-76.6041591, 44.253886], [-76.6041117, 44.2538917], [-76.6040647, 44.2538985], [-76.604018, 44.2539065], [-76.6039717, 44.2539156], [-76.6039259, 44.2539258], [-76.6038805, 44.2539371], [-76.6038357, 44.2539495], [-76.6037916, 44.2539629], [-76.6025856, 44.2543459]], ""type"": ""LineString""}","44.2539402362716, -76.60383280610435"
2757,JOHNSON,ST,,JOHNSON ST,ALBERT ST,NELSON ST,1A,546,570,541,563,546,570,541,563,2,ARTERIAL,MUNICIPAL,ODD,DOWN,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Johnson St,"{""coordinates"": [[-76.5001541, 44.2315555], [-76.5013976, 44.2315178]], ""type"": ""LineString""}","44.231536649999995, -76.50077585"
2055,SUSSEX,BLVD,,SUSSEX BLVD,CARNABY ST,CARNABY ST,33R,669,707,668,712,669,711,668,712,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,BV,Sussex Blvd,"{""coordinates"": [[-76.5949107, 44.2439284], [-76.5955414, 44.2442527], [-76.5955808, 44.2442775], [-76.5956189, 44.2443033], [-76.5956557, 44.2443301], [-76.5956912, 44.2443578], [-76.5957254, 44.2443864], [-76.5957581, 44.2444158], [-76.5957894, 44.244446], [-76.5958192, 44.244477], [-76.5958475, 44.2445087], [-76.5958742, 44.2445411], [-76.5958993, 44.2445741], [-76.5959228, 44.2446078], [-76.595943, 44.2446393], [-76.5959617, 44.2446713], [-76.5959791, 44.2447037], [-76.5959949, 44.2447365], [-76.5960093, 44.2447696], [-76.5960222, 44.2448031], [-76.5960336, 44.2448368], [-76.5960435, 44.2448708], [-76.5960518, 44.244905], [-76.5960586, 44.2449393], [-76.5960639, 44.2449738], [-76.5961293, 44.2460413]], ""type"": ""LineString""}","44.24481721759461, -76.59578640889876"
2303,CARMIL,BLVD,,CARMIL BLVD,HIGH GATE PARK DR,BUTTERNUT ST,33B,,,1204,1212,0,0,1204,1212,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,BV,Carmil Blvd,"{""coordinates"": [[-76.604831, 44.2499455], [-76.604985, 44.2499155], [-76.6051402, 44.2498891], [-76.6052965, 44.2498663], [-76.6054538, 44.2498471], [-76.6056118, 44.2498315], [-76.605978, 44.2498043]], ""type"": ""LineString""}","44.249861078222324, -76.60540272833951"
3553,GLEN COVE,ST,,GLEN COVE ST,LASHFORD ST,BRITT ST,33B,693,705,696,704,693,711,696,704,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Glen Cove St,"{""coordinates"": [[-76.6089976, 44.244158], [-76.6090761, 44.2453371]], ""type"": ""LineString""}","44.24474755, -76.60903685"
3374,EARL,ST,,EARL ST,MACDONNELL ST,NAPIER ST,25A,540,574,559,577,540,574,559,577,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Earl St,"{""coordinates"": [[-76.5047983, 44.2295762], [-76.5066105, 44.2295043]], ""type"": ""LineString""}","44.22954025, -76.5057044"
3350,CEDARWOOD,DR,,CEDARWOOD DR,CEDARWOOD DR,BASSWOOD PL,31B,,,834,836,0,0,834,836,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Cedarwood Dr,"{""coordinates"": [[-76.5824636, 44.2625105], [-76.5831956, 44.2624616]], ""type"": ""LineString""}","44.26248604999999, -76.5828296"
3189,GLENVIEW,AVE,,GLENVIEW AVE,FAY ST,FAY ST,9C-R,536,590,535,569,534,590,535,589,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Glenview Ave,"{""coordinates"": [[-76.4230296, 44.2457632], [-76.4234946, 44.2491965], [-76.4234969, 44.249221], [-76.4234979, 44.2492457], [-76.4234978, 44.2492703], [-76.4234965, 44.2492949], [-76.423494, 44.2493194], [-76.4234903, 44.2493439], [-76.4234855, 44.2493683], [-76.4234795, 44.2493925], [-76.4234723, 44.2494166], [-76.4234639, 44.2494405], [-76.4234572, 44.2494546], [-76.4234498, 44.2494687], [-76.4234417, 44.2494825], [-76.4234331, 44.2494961], [-76.4234238, 44.2495095], [-76.4234138, 44.2495227], [-76.4234033, 44.2495357], [-76.4233922, 44.2495484], [-76.4233805, 44.2495608], [-76.4233682, 44.2495729], [-76.4233554, 44.2495847], [-76.4233421, 44.2495962], [-76.4233282, 44.2496074], [-76.4233138, 44.2496183], [-76.4232989, 44.2496288], [-76.4228481, 44.2499592], [-76.4224853, 44.2502169], [-76.42248, 44.2502204], [-76.4224745, 44.2502238], [-76.4224688, 44.250227], [-76.422463, 44.2502301], [-76.422457, 44.2502331], [-76.4224509, 44.2502359], [-76.4224447, 44.2502385], [-76.4224383, 44.250241], [-76.4224318, 44.2502433], [-76.4224253, 44.2502455], [-76.4224186, 44.2502475], [-76.4224118, 44.2502493], [-76.4224049, 44.2502509], [-76.422398, 44.2502524], [-76.422391, 44.2502537], [-76.4223839, 44.2502548], [-76.4223768, 44.2502558], [-76.4223696, 44.2502565], [-76.4223624, 44.2502571], [-76.4223552, 44.2502575], [-76.422348, 44.2502577], [-76.4223407, 44.2502578], [-76.4223335, 44.2502576], [-76.4223263, 44.2502573], [-76.4223191, 44.2502568], [-76.4223119, 44.2502561], [-76.4223048, 44.2502552], [-76.4222977, 44.2502542], [-76.4222906, 44.250253], [-76.4222837, 44.2502516], [-76.4222768, 44.25025], [-76.42227, 44.2502482]], ""type"": ""LineString""}","44.248260271070166, -76.4231698315641"
69,MILLERS,LANE,,MILLERS LANE,MONTREAL ST,CUL DE SAC,MP,1,1,,,1,3,2,4,1,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,LN,Millers Lane,"{""coordinates"": [[-76.4851358, 44.2372184], [-76.4849537, 44.2372263], [-76.4846085, 44.2372634]], ""type"": ""LineString""}","44.23723710416456, -76.48487186397847"
3448,BRANT,AVE,,BRANT AVE,OAK ST,RUSKIN ST,22B,10,68,11,61,10,68,11,61,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Brant Ave,"{""coordinates"": [[-76.5047766, 44.2498922], [-76.5047807, 44.2499036], [-76.5047843, 44.2499151], [-76.5047874, 44.2499268], [-76.5047898, 44.2499384], [-76.5047918, 44.2499502], [-76.5047931, 44.2499619], [-76.5047939, 44.2499737], [-76.5047941, 44.2499856], [-76.5047938, 44.2499974], [-76.5047929, 44.2500092], [-76.5047332, 44.2509755], [-76.5047883, 44.2522999]], ""type"": ""LineString""}","44.251094760461484, -76.50476308450695"
986,LINCOLN,DR,,LINCOLN DR,DEVELOPMENT DR,PIMLICO PL,33R,927,949,922,940,927,951,922,952,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Lincoln Dr,"{""coordinates"": [[-76.5852823, 44.2412562], [-76.5858398, 44.2404061], [-76.5858513, 44.2403921], [-76.5858634, 44.2403783], [-76.5858761, 44.2403649], [-76.5858895, 44.2403518], [-76.5859035, 44.240339], [-76.5859181, 44.2403266], [-76.5859333, 44.2403145], [-76.585949, 44.2403029], [-76.5859653, 44.2402916], [-76.5859822, 44.2402807], [-76.5859995, 44.2402703], [-76.5860173, 44.2402603], [-76.5860356, 44.2402507], [-76.5860544, 44.2402416], [-76.5860736, 44.240233], [-76.5860931, 44.2402249], [-76.5861131, 44.2402172], [-76.5861336, 44.24021], [-76.5861545, 44.2402032], [-76.5861757, 44.240197], [-76.5861972, 44.2401914], [-76.586219, 44.2401862], [-76.5862409, 44.2401817], [-76.5862631, 44.2401776], [-76.5862855, 44.2401742], [-76.586308, 44.2401713], [-76.5863307, 44.2401689], [-76.5863534, 44.2401672], [-76.5863763, 44.240166], [-76.5863991, 44.2401653], [-76.586422, 44.2401653], [-76.5864449, 44.2401658], [-76.5864677, 44.2401669], [-76.5864905, 44.2401686], [-76.5865132, 44.2401708], [-76.5865357, 44.2401736], [-76.5870888, 44.2402371]], ""type"": ""LineString""}","44.240485920049906, -76.5860570804376"
6171,COLLINGWOOD,ST,,COLLINGWOOD ST,QUEEN'S CRES,QUEEN'S CRES,18R,88,88,,,86,88,0,0,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Collingwood St,"{""coordinates"": [[-76.501175, 44.2244467], [-76.5011844, 44.2246328]], ""type"": ""LineString""}","44.224539750000005, -76.5011797"
